CustomerID,Age,Marital_Status,Education,Employment_Type,Suburb,City,Province,Location_Type,Customer_Tenure,Annual_Income,Current_Account,Savings_Account,Credit_Card,Personal_Loan,Home_Loan,Vehicle_Loan,Current_Account_Balance,Savings_Account_Balance,Credit_Card_Balance,Personal_Loan_Balance,Home_Loan_Balance,Vehicle_Loan_Balance,Current_Account_Closed_Date,Savings_Account_Closed_Date,Credit_Card_Closed_Date,Personal_Loan_Closed_Date,Home_Loan_Closed_Date,Vehicle_Loan_Closed_Date,Online_Banking_Registered,Mobile_App_Registered,USSD_Registered,Online_Banking_Txns,Mobile_App_Txns,USSD_Txns,Credit_Score,Flag_Product_Mismatch,Flag_Closed_With_Balance,Flag_No_Products,Num_Products,Num_Digital_Channels,Total_Digital_Txns,Num_Prev_Closures,Digitally_Dormant
881,31,Married,Diploma/Certificate,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,2.4,195734.91,True,True,True,False,True,True,3155.87,11336.62,38955.12,0.0,870495.88,660514.48,,,,,,,True,True,False,2.0,4.0,0.0,748.0,False,False,False,5,2,6.0,0,False
882,36,Married,Matric,Full-time employed,Motherwell,Gqeberha,Eastern Cape,Township,6.6,135875.36,False,True,False,True,False,False,0.0,16731.57,0.0,117774.49,0.0,0.0,,,,,,,True,True,False,5.0,3.0,0.0,496.0,False,False,False,2,2,8.0,0,False
883,48,Single,Diploma/Certificate,Full-time employed,Green Point,Cape Town,Western Cape,Urban,2.7,482086.41,True,False,True,False,True,False,8565.06,0.0,26495.7,0.0,919919.03,0.0,,,,,,,True,True,False,9.0,32.0,0.0,951.0,False,False,False,3,2,41.0,0,False
884,36,Single,Diploma/Certificate,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,4.0,118492.51,False,True,False,False,False,False,0.0,6722.84,0.0,0.0,0.0,0.0,,,,,,,True,False,True,0.0,0.0,2.0,315.0,False,False,False,1,2,2.0,0,False
885,18,Single,Matric,Student,Unknown,Johannesburg,Gauteng,Township,1.5,61303.99,False,True,False,False,False,False,0.0,3487.5,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,3.0,0.0,734.0,False,False,False,1,1,3.0,0,False
886,54,Married,Matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,6.9,80971.73,True,True,False,True,False,False,1548.45,5359.44,0.0,15855.74,0.0,0.0,,,,,,,True,True,False,1.0,5.0,0.0,552.0,False,False,False,3,2,6.0,0,False
887,34,Single,Less than matric,Unemployed,Alexandra,Johannesburg,Gauteng,Township,5.3,32227.78,False,False,False,False,True,True,0.0,0.0,0.0,0.0,499968.14,557899.98,2023-08-04,,,,,,False,True,False,0.0,0.0,0.0,624.0,False,False,False,2,1,0.0,1,True
888,38,Single,Diploma/Certificate,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,7.0,248698.57,True,True,False,False,True,True,3406.98,27015.98,0.0,0.0,2800000.0,765555.05,,,,,,,False,True,True,0.0,6.0,6.0,742.0,False,False,False,4,2,12.0,0,False
889,59,Single,Diploma/Certificate,Full-time employed,Soweto,Johannesburg,Gauteng,Township,5.0,309560.05,True,True,True,False,False,False,5569.1,26870.29,18818.43,0.0,0.0,0.0,,,,,,,True,True,False,0.0,7.0,0.0,462.0,False,False,False,3,2,7.0,0,False
890,37,Married,Matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,1.8,435332.67,True,True,False,True,False,True,6681.6,39099.56,0.0,53169.11,0.0,141512.36,,,,,,,True,True,False,2.0,8.0,0.0,483.0,False,False,False,4,2,10.0,0,False
891,35,Married,Diploma/Certificate,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,3.1,8737.46,True,True,False,True,False,True,136.95,554.02,0.0,33765.44,0.0,177211.8,,,,,,,True,True,True,3.0,2.0,0.0,646.0,False,False,False,4,3,5.0,0,False
892,18,Single,Matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,1.6,80431.68,False,False,False,True,False,False,0.0,0.0,0.0,122703.96,0.0,0.0,,,,,,,False,True,False,0.0,4.0,0.0,366.0,False,False,False,1,1,4.0,0,False
893,29,Single,Matric,Informal trader,Soweto,Johannesburg,Gauteng,Township,3.7,37685.5,True,True,True,False,False,False,622.93,3845.26,1236.37,0.0,0.0,0.0,,,,,,,True,True,False,3.0,0.0,0.0,590.0,False,False,False,3,2,3.0,0,False
894,18,Married,Less than matric,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,3.5,139293.98,True,True,False,True,False,False,2066.68,11541.31,0.0,69957.28,0.0,0.0,,,,,,,True,False,False,4.0,0.0,0.0,271.0,False,False,False,3,1,4.0,0,False
895,38,Single,Diploma/Certificate,Self-employed,Newlands,Cape Town,Western Cape,Suburban,2.6,174891.38,True,False,False,False,False,True,3436.38,0.0,0.0,0.0,0.0,464568.45,,,,,,,True,True,True,0.0,0.0,5.0,510.0,False,False,False,2,3,5.0,0,False
896,32,Single,Diploma/Certificate,Unemployed,Sandton,Johannesburg,Gauteng,Urban,1.9,38249.49,True,True,True,True,False,False,741.9,4960.22,2427.3,41254.84,0.0,0.0,,,,,,,True,True,False,10.0,4.0,0.0,445.0,False,False,False,4,2,14.0,0,False
897,34,Divorced,Matric,Informal trader,Glenwood,Durban,KwaZulu-Natal,Urban,1.7,120176.99,False,True,False,False,True,False,0.0,14113.52,0.0,0.0,342504.08,0.0,,,,,,,True,False,False,7.0,0.0,0.0,378.0,False,False,False,2,1,7.0,0,False
898,53,Single,Matric,Part-time employed,Sandton,Johannesburg,Gauteng,Urban,1.0,27283.29,True,False,False,False,False,False,594.86,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,6.0,9.0,1.0,728.0,False,False,False,1,3,16.0,0,False
899,35,Married,Matric,Unemployed,Nelspruit,Mbombela,Mpumalanga,Urban,3.3,20046.14,True,True,False,False,False,False,916.14,5084.79,0.0,0.0,0.0,0.0,,,,,,,True,True,True,7.0,10.0,0.0,701.0,False,False,False,2,3,17.0,0,False
900,31,Single,Matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,1.6,300879.5,True,True,True,True,True,False,5011.79,18204.62,32340.47,42089.74,1729013.1,0.0,,,,,,,True,False,False,5.0,0.0,0.0,389.0,False,False,False,5,1,5.0,0,False
901,37,Single,Less than matric,Part-time employed,Sandton,Johannesburg,Gauteng,Urban,5.8,56377.05,True,False,False,False,False,True,859.95,0.0,0.0,0.0,0.0,373910.24,,,2023-09-25,,,,False,True,False,0.0,9.0,0.0,609.0,False,False,False,2,1,9.0,1,False
902,46,Single,Matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,4.8,88471.18,True,True,False,False,False,True,1159.54,6929.48,0.0,0.0,0.0,612612.45,,,,,,,True,True,False,5.0,2.0,0.0,542.0,False,False,False,3,2,7.0,0,False
903,24,Single,Matric,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,2.6,89315.83,True,False,False,False,False,False,1815.97,0.0,0.0,0.0,0.0,0.0,,,2021-06-23,2021-09-26,,,False,False,False,0.0,0.0,0.0,245.0,False,False,False,1,0,0.0,2,False
904,25,Single,Postgraduate,Self-employed,Tembisa,Ekurhuleni,Gauteng,Township,0.4,78528.43,False,False,True,True,False,False,0.0,0.0,2546.39,115764.72,0.0,0.0,,,,,,,False,True,True,0.0,1.0,5.0,712.0,False,False,False,2,2,6.0,0,False
905,42,Married,Matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,3.5,30697.45,False,True,False,True,False,False,0.0,3037.59,0.0,178508.81,0.0,0.0,,,,,,,False,True,False,0.0,4.0,0.0,425.0,False,False,False,2,1,4.0,0,False
906,48,Single,Diploma/Certificate,Part-time employed,Umlazi,Durban,KwaZulu-Natal,Township,7.2,63221.32,True,True,False,False,False,True,897.46,7795.12,0.0,0.0,0.0,328081.9,,,,,,,True,True,True,6.0,4.0,7.0,747.0,False,False,False,3,3,17.0,0,False
907,28,Single,Matric,Part-time employed,Soweto,Johannesburg,Gauteng,Township,1.0,142175.35,False,True,False,True,True,False,0.0,16005.49,0.0,67495.85,1347807.0,0.0,2022-09-21,,,,,,True,True,True,5.0,1.0,1.0,444.0,False,False,False,3,3,7.0,1,False
908,56,Married,Postgraduate,Retired,Green Point,Cape Town,Western Cape,Urban,9.5,142530.99,False,True,True,False,True,True,0.0,22967.45,32733.24,0.0,1790828.38,622292.69,,,,,,,True,True,False,5.0,10.0,0.0,711.0,False,False,False,4,2,15.0,0,False
909,25,Married,Diploma/Certificate,Self-employed,Newlands,Cape Town,Western Cape,Suburban,4.5,80753.74,True,True,True,False,False,False,1226.3,,6185.52,0.0,0.0,0.0,,,,,,,True,True,False,0.0,2.0,0.0,619.0,True,False,False,3,2,2.0,0,False
910,64,Married,Matric,Self-employed,Waterfront,Cape Town,Western Cape,Urban,13.9,816422.32,True,True,True,False,False,False,,60167.83,46813.12,0.0,0.0,0.0,,,,,,,True,True,True,8.0,14.0,4.0,491.0,True,False,False,3,3,26.0,0,False
911,33,Single,Less than matric,Unemployed,Centurion,Tshwane,Gauteng,Suburban,2.1,10216.24,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,4.0,7.0,3.0,,False,False,True,0,3,14.0,0,False
912,42,Single,Bachelor's,Self-employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,1.9,35233.74,True,True,False,False,False,False,645.8,2192.08,0.0,0.0,0.0,0.0,,,,,,,True,True,True,3.0,0.0,1.0,,False,False,False,2,3,4.0,0,False
913,39,Married,Diploma/Certificate,Retired,Fourways,Johannesburg,Gauteng,Suburban,6.1,130967.98,False,True,False,False,False,True,0.0,14164.82,0.0,0.0,0.0,461719.26,,,,,,,True,True,True,0.0,4.0,3.0,383.0,False,False,False,2,3,7.0,0,False
914,39,Single,Diploma/Certificate,Unemployed,Green Point,Cape Town,Western Cape,Urban,1.6,54472.94,False,True,False,False,False,False,0.0,4850.51,0.0,0.0,0.0,0.0,,,,,,,True,False,False,6.0,0.0,0.0,353.0,False,False,False,1,1,6.0,0,False
915,41,Married,Diploma/Certificate,Student,Seshego,Polokwane,Limpopo,Township,6.3,13247.92,False,True,False,False,False,False,0.0,921.07,0.0,0.0,0.0,0.0,,,,,,,True,False,True,0.0,0.0,1.0,552.0,False,False,False,1,2,1.0,0,False
916,47,Married,Postgraduate,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,1.0,302534.81,True,True,False,False,True,False,4380.64,25627.66,0.0,0.0,1326666.32,0.0,,,2021-07-15,,,,False,True,False,0.0,14.0,0.0,710.0,False,False,False,3,1,14.0,1,False
917,47,Married,Less than matric,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,4.7,344405.92,True,False,True,False,True,True,6096.92,0.0,7142.13,0.0,551911.5,580518.18,,,,,,,True,False,False,5.0,0.0,0.0,710.0,False,False,False,4,1,5.0,0,False
918,51,Married,Bachelor's,Informal trader,Nelspruit,Mbombela,Mpumalanga,Urban,3.0,319078.38,True,True,True,False,False,True,5911.72,39389.38,22843.4,0.0,0.0,850000.0,,,,,,,False,True,False,0.0,10.0,0.0,869.0,False,False,False,4,1,10.0,0,False
919,19,Married,Matric,Informal trader,Umlazi,Durban,KwaZulu-Natal,Township,1.8,48371.54,False,True,False,False,False,False,0.0,5259.73,0.0,0.0,0.0,0.0,,,2024-07-26,,,,False,False,False,0.0,0.0,0.0,557.0,False,False,False,1,0,0.0,1,False
920,35,Married,Diploma/Certificate,Part-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,2.8,199997.22,True,True,True,False,True,True,3291.72,13029.79,18219.68,0.0,1764993.63,850000.0,,,,,,,True,True,False,10.0,5.0,0.0,676.0,False,False,False,5,2,15.0,0,False
921,27,Single,Matric,Full-time employed,Seshego,Polokwane,Limpopo,Township,2.2,639624.26,False,True,False,False,False,False,575.17,62255.76,0.0,0.0,0.0,0.0,,,,,,,True,True,True,5.0,11.0,4.0,422.0,True,False,False,1,3,20.0,0,False
922,44,Single,Diploma/Certificate,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,3.3,376711.57,True,True,True,False,False,False,6645.14,18424.32,15013.67,0.0,0.0,0.0,,,,,,,True,False,True,2.0,0.0,8.0,594.0,False,False,False,3,2,10.0,0,False
923,61,Single,Matric,Unemployed,Motherwell,Gqeberha,Eastern Cape,Township,4.9,4245.41,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,2.0,709.0,False,False,True,0,1,2.0,0,False
924,44,Single,Matric,Retired,Sandton,Johannesburg,Gauteng,Urban,2.8,230159.28,False,True,True,False,False,False,0.0,25027.36,30029.53,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,0.0,523.0,False,False,False,2,1,0.0,0,True
925,49,Married,Bachelor's,Informal trader,Khayelitsha,Cape Town,Western Cape,Township,6.0,49885.01,False,True,False,True,True,False,0.0,3473.46,0.0,30638.74,909242.39,0.0,,,,,,,False,False,False,0.0,0.0,0.0,521.0,False,False,False,3,0,0.0,0,False
926,25,Single,Bachelor's,Informal trader,Soweto,Johannesburg,Gauteng,Township,3.1,135935.89,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,2.0,0.0,373.0,False,False,True,0,1,2.0,0,False
927,36,Single,Matric,Retired,Hillcrest,Durban,KwaZulu-Natal,Suburban,8.4,66577.44,False,False,True,False,True,False,0.0,0.0,2987.97,0.0,1807006.35,0.0,,,,,,,True,False,False,0.0,0.0,0.0,775.0,False,False,False,2,1,0.0,0,True
928,36,Single,Less than matric,Informal trader,Motherwell,Gqeberha,Eastern Cape,Township,3.4,57974.87,True,False,False,True,False,False,1130.72,0.0,0.0,42795.58,0.0,0.0,,,,,,,False,False,True,0.0,0.0,7.0,596.0,False,False,False,2,1,7.0,0,False
929,18,Single,Less than matric,Unemployed,Newlands,Cape Town,Western Cape,Suburban,1.7,5462.75,True,False,False,True,False,False,71.94,0.0,0.0,34226.93,0.0,0.0,,,,,,,False,True,True,0.0,1.0,1.0,414.0,False,False,False,2,2,2.0,0,False
930,49,Single,Matric,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,6.6,21607.97,True,True,False,False,False,False,330.4,2224.84,0.0,0.0,0.0,0.0,,,,,,,True,True,False,1.0,0.0,0.0,442.0,False,False,False,2,2,1.0,0,False
931,24,Married,Less than matric,Unemployed,Sandton,Johannesburg,Gauteng,Urban,1.5,12954.17,False,False,False,True,False,False,0.0,0.0,0.0,118079.62,0.0,0.0,,,,,,,False,True,True,0.0,1.0,2.0,535.0,False,False,False,1,2,3.0,0,False
932,30,Single,Less than matric,Retired,Khayelitsha,Cape Town,Western Cape,Township,4.7,178813.85,True,True,True,False,False,False,2764.52,11432.89,8541.62,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,4.0,445.0,False,False,False,3,1,4.0,0,False
933,44,Married,Matric,Part-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,6.2,240603.69,True,True,True,False,True,False,3510.51,29926.87,3386.37,0.0,1315612.23,0.0,,,,,,,True,False,True,5.0,0.0,0.0,701.0,False,False,False,4,2,5.0,0,False
934,43,Single,Matric,Informal trader,Sandton,Johannesburg,Gauteng,Urban,3.3,12760.5,True,True,False,False,False,True,183.14,1479.65,0.0,0.0,0.0,277274.99,,,,,,,True,True,False,3.0,4.0,0.0,560.0,False,False,False,3,2,7.0,0,False
935,37,Single,Diploma/Certificate,Full-time employed,Motherwell,Gqeberha,Eastern Cape,Township,0.4,100187.81,False,True,False,True,False,False,0.0,7576.09,0.0,80250.82,0.0,0.0,,,,,,,False,False,True,0.0,0.0,6.0,621.0,False,False,False,2,1,6.0,0,False
936,41,Married,Bachelor's,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,5.3,287207.55,True,True,True,False,False,True,5303.78,34238.34,33860.86,0.0,0.0,515224.32,,,,,,,False,False,False,0.0,0.0,0.0,904.0,False,False,False,4,0,0.0,0,False
937,35,Single,Matric,Unemployed,Sandton,Johannesburg,Gauteng,Urban,6.9,11910.63,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-25,,,,,,False,False,True,0.0,0.0,2.0,642.0,False,False,True,0,1,2.0,1,False
938,25,Single,Less than matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,2.5,27380.57,False,True,False,True,False,False,0.0,2890.55,0.0,36984.91,0.0,0.0,,,,,,,True,True,True,4.0,0.0,4.0,286.0,False,False,False,2,3,8.0,0,False
939,18,Single,Matric,Full-time employed,Botshabelo,Bloemfontein,Free State,Township,0.7,225464.5,False,False,False,True,False,False,0.0,0.0,0.0,173996.54,0.0,0.0,,,,,,,True,False,False,1.0,0.0,0.0,609.0,False,False,False,1,1,1.0,0,False
940,18,Single,Matric,Informal trader,Glenwood,Durban,KwaZulu-Natal,Urban,1.8,44285.48,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,False,False,4.0,0.0,0.0,275.0,False,False,True,0,1,4.0,0,False
941,25,Single,Matric,Unemployed,Mitchells Plain,Cape Town,Western Cape,Township,3.0,4119.46,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,0.0,2.0,7.0,673.0,False,False,True,0,3,9.0,0,False
942,42,Single,Less than matric,Unemployed,Waterfront,Cape Town,Western Cape,Urban,5.4,7486.37,True,True,False,False,False,False,169.1,802.48,0.0,0.0,0.0,0.0,,,,,,,True,True,True,2.0,1.0,0.0,,False,False,False,2,3,3.0,0,False
943,33,Single,Matric,Self-employed,Motherwell,Gqeberha,Eastern Cape,Township,1.9,148804.06,False,False,False,True,False,True,0.0,0.0,0.0,85364.98,0.0,597861.1,,,,,,,False,True,True,0.0,2.0,3.0,597.0,False,False,False,2,2,5.0,0,False
944,44,Single,Bachelor's,Student,Sandton,Johannesburg,Gauteng,Urban,3.4,5662.86,True,True,True,False,True,False,97.98,705.83,713.82,0.0,627779.63,0.0,,,,,,,False,True,False,0.0,3.0,0.0,697.0,False,False,False,4,1,3.0,0,False
945,38,Single,Bachelor's,Part-time employed,Soweto,Johannesburg,Gauteng,Township,2.6,44371.93,True,False,True,True,True,False,567.82,0.0,6835.15,137767.81,734387.13,0.0,,,,,,,True,True,False,0.0,2.0,0.0,191.0,False,False,False,4,2,2.0,0,False
946,47,Married,Diploma/Certificate,Self-employed,Motherwell,Gqeberha,Eastern Cape,Township,3.4,754799.81,True,True,False,False,True,False,12634.13,58059.78,0.0,0.0,2800000.0,0.0,,,,,,,True,True,True,0.0,9.0,7.0,495.0,False,False,False,3,3,16.0,0,False
947,53,Married,Less than matric,Part-time employed,Newlands,Cape Town,Western Cape,Suburban,2.2,50111.4,False,True,True,False,False,False,0.0,5509.12,4761.94,0.0,0.0,0.0,,,,,,,False,True,True,0.0,1.0,2.0,681.0,False,False,False,2,2,3.0,0,False
948,21,Single,Matric,Full-time employed,Unknown,Johannesburg,Gauteng,Township,3.5,145075.16,False,False,True,False,False,True,0.0,0.0,15671.96,0.0,0.0,511289.64,,,,,,,False,True,False,0.0,5.0,0.0,548.0,False,False,False,2,1,5.0,0,False
949,41,Single,Matric,Self-employed,Alexandra,Johannesburg,Gauteng,Township,11.7,136406.62,True,True,True,False,False,False,2714.78,13157.55,21877.09,0.0,0.0,0.0,,,,,,,True,True,True,3.0,3.0,5.0,496.0,False,False,False,3,3,11.0,0,False
950,38,Married,Less than matric,Retired,Soweto,Johannesburg,Gauteng,Township,1.4,67851.5,True,True,True,True,False,False,866.64,4604.87,4718.32,48901.6,0.0,0.0,,,,,,,True,False,False,2.0,0.0,0.0,445.0,False,False,False,4,1,2.0,0,False
951,56,Married,Matric,Retired,Mitchells Plain,Cape Town,Western Cape,Township,4.2,193295.92,True,False,False,True,False,True,3188.95,0.0,0.0,24233.37,0.0,300464.26,,,2022-08-18,,,,True,True,True,6.0,7.0,3.0,337.0,False,False,False,3,3,16.0,1,False
952,50,Single,Bachelor's,Self-employed,Umhlanga,Durban,KwaZulu-Natal,Urban,4.0,366591.6,True,True,True,False,True,False,6988.36,40635.21,15163.75,0.0,2800000.0,0.0,,,,,,,True,True,False,12.0,7.0,0.0,948.0,False,False,False,4,2,19.0,0,False
953,38,Married,Matric,Unemployed,Hillcrest,Durban,KwaZulu-Natal,Suburban,5.8,14561.8,True,False,False,True,False,False,241.41,0.0,0.0,95410.75,0.0,0.0,,,,,,,True,True,False,2.0,3.0,0.0,469.0,False,False,False,2,2,5.0,0,False
954,57,Single,Matric,Informal trader,Motherwell,Gqeberha,Eastern Cape,Township,2.8,28708.45,True,False,False,False,False,False,343.92,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,1.0,0.0,,False,False,False,1,1,1.0,0,False
955,36,Married,Matric,Informal trader,Soweto,Johannesburg,Gauteng,Township,5.3,75151.98,True,True,False,False,False,False,903.25,5540.67,0.0,0.0,0.0,0.0,,,,,,,True,True,False,3.0,6.0,0.0,659.0,False,False,False,2,2,9.0,0,False
956,28,Married,Matric,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,3.4,205654.58,True,True,True,True,True,True,2813.24,14637.34,20507.38,85339.16,1606992.25,379336.92,,,,,,,False,True,False,0.0,22.0,0.0,727.0,False,False,False,6,1,22.0,0,False
957,44,Single,Bachelor's,Self-employed,Nelspruit,Mbombela,Mpumalanga,Urban,4.5,120227.88,True,True,False,False,True,False,2141.47,12984.06,0.0,0.0,1225319.89,0.0,,,,,,,True,True,True,7.0,7.0,2.0,717.0,False,False,False,3,3,16.0,0,False
958,58,Married,Matric,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,4.2,148978.56,True,True,False,False,False,True,1978.47,19656.6,0.0,0.0,0.0,193155.75,,,2022-11-25,,,,False,True,True,0.0,5.0,1.0,424.0,False,False,False,3,2,6.0,1,False
959,39,Single,Matric,Informal trader,Unknown,Johannesburg,Gauteng,Township,8.8,149467.06,True,True,False,False,False,False,2252.19,8576.42,0.0,0.0,0.0,0.0,,,,,,,True,True,False,2.0,4.0,0.0,599.0,False,False,False,2,2,6.0,0,False
960,66,Married,Matric,Retired,Mamelodi,Tshwane,Gauteng,Township,10.7,106384.76,False,True,True,False,True,False,0.0,7977.87,7049.42,0.0,1816703.66,0.0,,,,,,,False,True,False,0.0,4.0,0.0,639.0,False,False,False,3,1,4.0,0,False
961,57,Married,Postgraduate,Informal trader,Hillcrest,Durban,KwaZulu-Natal,Suburban,5.8,91199.69,True,True,False,True,False,False,1926.61,8784.23,0.0,76400.75,0.0,0.0,,,,,,,True,True,False,4.0,6.0,0.0,413.0,False,False,False,3,2,10.0,0,False
962,38,Married,Matric,Self-employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,5.3,197663.11,True,True,True,True,False,False,2726.91,25016.85,28984.38,60747.72,0.0,0.0,,,,,,2023-03-17,True,True,False,4.0,4.0,0.0,945.0,False,False,False,4,2,8.0,1,False
963,35,Married,Diploma/Certificate,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,2.7,164095.06,False,True,False,False,True,True,0.0,9156.08,0.0,0.0,1540055.14,249950.03,,,,,,,True,True,False,5.0,0.0,0.0,556.0,False,False,False,3,2,5.0,0,False
964,19,Single,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,2.4,27620.09,False,False,False,True,False,False,0.0,0.0,0.0,126126.68,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,320.0,False,False,False,1,0,0.0,0,False
965,18,Single,Matric,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,1.5,103657.02,False,False,False,True,False,False,0.0,0.0,0.0,87893.62,0.0,0.0,,,,,,,True,True,True,1.0,0.0,2.0,618.0,False,False,False,1,3,3.0,0,False
966,31,Single,Matric,Full-time employed,Seshego,Polokwane,Limpopo,Township,2.6,336884.79,True,False,False,False,False,True,6419.34,0.0,0.0,0.0,0.0,179864.17,,,,,,,False,True,True,0.0,6.0,6.0,714.0,False,False,False,2,2,12.0,0,False
967,55,Single,Matric,Full-time employed,Botshabelo,Bloemfontein,Free State,Township,3.7,93269.7,True,True,False,False,False,True,1719.73,9017.89,0.0,0.0,0.0,686912.02,,,,,,,True,False,False,2.0,0.0,0.0,549.0,False,False,False,3,1,2.0,0,False
968,29,Single,Less than matric,Self-employed,Green Point,Cape Town,Western Cape,Urban,3.1,1193957.58,True,True,True,False,True,True,24734.26,131703.4,191433.89,0.0,2800000.0,380059.63,,,,,,,True,False,False,7.0,0.0,0.0,748.0,False,False,False,5,1,7.0,0,False
969,42,Single,Diploma/Certificate,Unemployed,Soweto,Johannesburg,Gauteng,Township,2.1,7060.33,True,True,False,False,False,True,85.68,429.52,0.0,244.17,0.0,176243.39,,,,,,,True,True,False,4.0,3.0,0.0,651.0,True,False,False,3,2,7.0,0,False
970,41,Single,Less than matric,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,2.9,723956.61,True,False,False,False,False,True,11865.47,0.0,0.0,0.0,0.0,662417.99,,,,,,,True,True,True,3.0,6.0,3.0,544.0,False,False,False,2,3,12.0,0,False
